gene_symbol	ncbi_gene	ensembl_gene	db_gene_symbol	db_ncbi_gene	db_ensembl_gene	source_gene	gs_id	gs_name	gs_collection	gs_subcollection	gs_collection_name	gs_description	gs_source_species	gs_pmid	gs_geoid	gs_exact_source	gs_url	db_version	db_target_species	ortholog_taxon_id	ortholog_sources	num_ortholog_sources	Selected_Ensembl_ID
GPX7	523311	ENSBTAG00000018281	GPX7	2882	ENSG00000116157	GPX7	M5930	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	H		Hallmark	Genes defining epithelial-mesenchymal transition, as in wound healing, fibrosis and metastasis.	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|PhylomeDB|Treefam	10	ENSBTAG00000018281
GREM1	539079	ENSBTAG00000050495	GREM1	26585	ENSG00000166923	GREM1	M5930	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	H		Hallmark	Genes defining epithelial-mesenchymal transition, as in wound healing, fibrosis and metastasis.	HS	26771021				2026.1.Hs	HS	9913	Ensembl|Inparanoid|OMA|OrthoDB|Panther	5	ENSBTAG00000050495
HTRA1	282326	ENSBTAG00000008389	HTRA1	5654	ENSG00000166033	HTRA1	M5930	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	H		Hallmark	Genes defining epithelial-mesenchymal transition, as in wound healing, fibrosis and metastasis.	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|Treefam	9	ENSBTAG00000008389
ID2	505025	ENSBTAG00000021187	ID2	3398	ENSG00000115738	ID2	M5930	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	H		Hallmark	Genes defining epithelial-mesenchymal transition, as in wound healing, fibrosis and metastasis.	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|Panther|PhylomeDB|Treefam	9	ENSBTAG00000021187
IGFBP2	282260	ENSBTAG00000005596	IGFBP2	3485	ENSG00000115457	IGFBP2	M5930	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	H		Hallmark	Genes defining epithelial-mesenchymal transition, as in wound healing, fibrosis and metastasis.	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|Treefam	9	ENSBTAG00000005596
IGFBP3	282261	ENSBTAG00000003994	IGFBP3	3486	ENSG00000146674	IGFBP3	M5930	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	H		Hallmark	Genes defining epithelial-mesenchymal transition, as in wound healing, fibrosis and metastasis.	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|Treefam	9	ENSBTAG00000003994
IGFBP4	282262	ENSBTAG00000008611	IGFBP4	3487	ENSG00000141753	IGFBP4	M5930	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	H		Hallmark	Genes defining epithelial-mesenchymal transition, as in wound healing, fibrosis and metastasis.	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|Treefam	9	ENSBTAG00000008611
IL15	281248	ENSBTAG00000018200	IL15	3600	ENSG00000164136	IL15	M5930	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	H		Hallmark	Genes defining epithelial-mesenchymal transition, as in wound healing, fibrosis and metastasis.	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|PhylomeDB|Treefam	10	ENSBTAG00000018200
IL6	280826	ENSBTAG00000014921	IL6	3569	ENSG00000136244	IL6	M5930	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	H		Hallmark	Genes defining epithelial-mesenchymal transition, as in wound healing, fibrosis and metastasis.	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|Inparanoid|NCBI|OMA|Panther|PhylomeDB|Treefam	8	ENSBTAG00000014921
INHBA	281867	ENSBTAG00000048508	INHBA	3624	ENSG00000122641	INHBA	M5930	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	H		Hallmark	Genes defining epithelial-mesenchymal transition, as in wound healing, fibrosis and metastasis.	HS	26771021				2026.1.Hs	HS	9913	Ensembl|Inparanoid|OMA|OrthoDB|Panther|PhylomeDB	6	ENSBTAG00000048508
ITGA2	281872	ENSBTAG00000019289	ITGA2	3673	ENSG00000164171	ITGA2	M5930	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	H		Hallmark	Genes defining epithelial-mesenchymal transition, as in wound healing, fibrosis and metastasis.	HS	26771021				2026.1.Hs	HS	9913	Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther	7	ENSBTAG00000019289
ITGA5	281873	ENSBTAG00000013745	ITGA5	3678	ENSG00000161638	ITGA5	M5930	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	H		Hallmark	Genes defining epithelial-mesenchymal transition, as in wound healing, fibrosis and metastasis.	HS	26771021				2026.1.Hs	HS	9913	Ensembl|HomoloGene|NCBI|OMA|OrthoDB|Panther	6	ENSBTAG00000013745
ITGAV	281875	ENSBTAG00000019929	ITGAV	3685	ENSG00000138448	ITGAV	M5930	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	H		Hallmark	Genes defining epithelial-mesenchymal transition, as in wound healing, fibrosis and metastasis.	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|Treefam	9	ENSBTAG00000019929
ITGB1	281876	ENSBTAG00000015910	ITGB1	3688	ENSG00000150093	ITGB1	M5930	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	H		Hallmark	Genes defining epithelial-mesenchymal transition, as in wound healing, fibrosis and metastasis.	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|Treefam	9	ENSBTAG00000015910
ITGB3	282642	ENSBTAG00000009987	ITGB3	3690	ENSG00000259207	ITGB3	M5930	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	H		Hallmark	Genes defining epithelial-mesenchymal transition, as in wound healing, fibrosis and metastasis.	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther	8	ENSBTAG00000009987
ITGB5	282564	ENSBTAG00000013755	ITGB5	3693	ENSG00000082781	ITGB5	M5930	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	H		Hallmark	Genes defining epithelial-mesenchymal transition, as in wound healing, fibrosis and metastasis.	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|Treefam	9	ENSBTAG00000013755
JUN	280831	ENSBTAG00000004037	JUN	3725	ENSG00000177606	JUN	M5930	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	H		Hallmark	Genes defining epithelial-mesenchymal transition, as in wound healing, fibrosis and metastasis.	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|PhylomeDB|Treefam	10	ENSBTAG00000004037
LAMA1	506387	ENSBTAG00000018160	LAMA1	284217	ENSG00000101680	LAMA1	M5930	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	H		Hallmark	Genes defining epithelial-mesenchymal transition, as in wound healing, fibrosis and metastasis.	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|Treefam	7	ENSBTAG00000018160
LAMA2	100138434	ENSBTAG00000010229	LAMA2	3908	ENSG00000196569	LAMA2	M5930	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	H		Hallmark	Genes defining epithelial-mesenchymal transition, as in wound healing, fibrosis and metastasis.	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|Treefam	7	ENSBTAG00000010229
LAMA3	100336873	ENSBTAG00000027181	LAMA3	3909	ENSG00000053747	LAMA3	M5930	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	H		Hallmark	Genes defining epithelial-mesenchymal transition, as in wound healing, fibrosis and metastasis.	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|NCBI|Treefam	5	ENSBTAG00000027181
LAMC1	532572	ENSBTAG00000011966	LAMC1	3915	ENSG00000135862	LAMC1	M5930	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	H		Hallmark	Genes defining epithelial-mesenchymal transition, as in wound healing, fibrosis and metastasis.	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Treefam	8	ENSBTAG00000011966
LAMC2	511043	ENSBTAG00000000793	LAMC2	3918	ENSG00000058085	LAMC2	M5930	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	H		Hallmark	Genes defining epithelial-mesenchymal transition, as in wound healing, fibrosis and metastasis.	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB	7	ENSBTAG00000000793
LGALS1	326598	ENSBTAG00000015089	LGALS1	3956	ENSG00000100097	LGALS1	M5930	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	H		Hallmark	Genes defining epithelial-mesenchymal transition, as in wound healing, fibrosis and metastasis.	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|Treefam	9	ENSBTAG00000015089
LOX	280841	ENSBTAG00000012994	LOX	4015	ENSG00000113083	LOX	M5930	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	H		Hallmark	Genes defining epithelial-mesenchymal transition, as in wound healing, fibrosis and metastasis.	HS	26771021				2026.1.Hs	HS	9913	Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther	7	ENSBTAG00000012994
LOXL1	281903	ENSBTAG00000009086	LOXL1	4016	ENSG00000129038	LOXL1	M5930	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	H		Hallmark	Genes defining epithelial-mesenchymal transition, as in wound healing, fibrosis and metastasis.	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|PhylomeDB|Treefam	10	ENSBTAG00000009086
LOXL2	532684	ENSBTAG00000006214	LOXL2	4017	ENSG00000134013	LOXL2	M5930	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	H		Hallmark	Genes defining epithelial-mesenchymal transition, as in wound healing, fibrosis and metastasis.	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|PhylomeDB|Treefam	10	ENSBTAG00000006214
LRP1	533894	ENSBTAG00000010830	LRP1	4035	ENSG00000123384	LRP1	M5930	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	H		Hallmark	Genes defining epithelial-mesenchymal transition, as in wound healing, fibrosis and metastasis.	HS	26771021				2026.1.Hs	HS	9913	Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|Treefam	8	ENSBTAG00000010830
LRRC15	100848949	ENSBTAG00000038600	LRRC15	131578	ENSG00000172061	LRRC15	M5930	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	H		Hallmark	Genes defining epithelial-mesenchymal transition, as in wound healing, fibrosis and metastasis.	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|NCBI|OMA|OrthoDB|Panther	7	ENSBTAG00000038600
LUM	280847	ENSBTAG00000001745	LUM	4060	ENSG00000139329	LUM	M5930	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	H		Hallmark	Genes defining epithelial-mesenchymal transition, as in wound healing, fibrosis and metastasis.	HS	26771021				2026.1.Hs	HS	9913	Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|PhylomeDB	8	ENSBTAG00000001745
MATN2	781953	ENSBTAG00000017165	MATN2	4147	ENSG00000132561	MATN2	M5930	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	H		Hallmark	Genes defining epithelial-mesenchymal transition, as in wound healing, fibrosis and metastasis.	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|Treefam	9	ENSBTAG00000017165
MATN3	540041	ENSBTAG00000020893	MATN3	4148	ENSG00000132031	MATN3	M5930	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	H		Hallmark	Genes defining epithelial-mesenchymal transition, as in wound healing, fibrosis and metastasis.	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|Panther|PhylomeDB|Treefam	9	ENSBTAG00000020893
MCM7	539924	ENSBTAG00000030965	MCM7	4176	ENSG00000166508	MCM7	M5930	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	H		Hallmark	Genes defining epithelial-mesenchymal transition, as in wound healing, fibrosis and metastasis.	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|Treefam	9	ENSBTAG00000030965
MEST	404180	ENSBTAG00000017223	MEST	4232	ENSG00000106484	MEST	M5930	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	H		Hallmark	Genes defining epithelial-mesenchymal transition, as in wound healing, fibrosis and metastasis.	HS	26771021				2026.1.Hs	HS	9913	Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther	7	ENSBTAG00000017223
MFAP5	281908	ENSBTAG00000000310	MFAP5	8076	ENSG00000197614	MFAP5	M5930	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	H		Hallmark	Genes defining epithelial-mesenchymal transition, as in wound healing, fibrosis and metastasis.	HS	26771021				2026.1.Hs	HS	9913	Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther	7	ENSBTAG00000000310
MGP	282660	ENSBTAG00000012370	MGP	4256	ENSG00000111341	MGP	M5930	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	H		Hallmark	Genes defining epithelial-mesenchymal transition, as in wound healing, fibrosis and metastasis.	HS	26771021				2026.1.Hs	HS	9913	HomoloGene|Inparanoid|NCBI|OrthoDB|Panther	5	ENSBTAG00000012370
MMP1	281308	ENSBTAG00000048029	MMP1	4312	ENSG00000196611	MMP1	M5930	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	H		Hallmark	Genes defining epithelial-mesenchymal transition, as in wound healing, fibrosis and metastasis.	HS	26771021				2026.1.Hs	HS	9913	Ensembl|HomoloGene|Inparanoid|OMA|OrthoDB|Panther|Treefam	7	ENSBTAG00000048029
MMP14	281915	ENSBTAG00000014824	MMP14	4323	ENSG00000157227	MMP14	M5930	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	H		Hallmark	Genes defining epithelial-mesenchymal transition, as in wound healing, fibrosis and metastasis.	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|Treefam	9	ENSBTAG00000014824
MMP2	282872	ENSBTAG00000019267	MMP2	4313	ENSG00000087245	MMP2	M5930	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	H		Hallmark	Genes defining epithelial-mesenchymal transition, as in wound healing, fibrosis and metastasis.	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|PhylomeDB|Treefam	10	ENSBTAG00000019267
MMP3	281309	ENSBTAG00000037768	MMP3	4314	ENSG00000149968	MMP3	M5930	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	H		Hallmark	Genes defining epithelial-mesenchymal transition, as in wound healing, fibrosis and metastasis.	HS	26771021				2026.1.Hs	HS	9913	Ensembl|HomoloGene|OMA|Panther|Treefam	5	ENSBTAG00000037768
MSX1	286872	ENSBTAG00000010875	MSX1	4487	ENSG00000163132	MSX1	M5930	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	H		Hallmark	Genes defining epithelial-mesenchymal transition, as in wound healing, fibrosis and metastasis.	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|Treefam	9	ENSBTAG00000010875
MXRA5	786844	ENSBTAG00000022150	MXRA5	25878	ENSG00000101825	MXRA5	M5930	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	H		Hallmark	Genes defining epithelial-mesenchymal transition, as in wound healing, fibrosis and metastasis.	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther	8	ENSBTAG00000022150
MYL9	505964	ENSBTAG00000011473	MYL9	10398	ENSG00000101335	MYL9	M5930	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	H		Hallmark	Genes defining epithelial-mesenchymal transition, as in wound healing, fibrosis and metastasis.	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|NCBI|OMA|OrthoDB|Panther|Treefam	8	ENSBTAG00000011473
MYLK	338037	ENSBTAG00000014567	MYLK	4638	ENSG00000065534	MYLK	M5930	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	H		Hallmark	Genes defining epithelial-mesenchymal transition, as in wound healing, fibrosis and metastasis.	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|NCBI|Panther|Treefam	5	ENSBTAG00000014567
NID2	521854	ENSBTAG00000021945	NID2	22795	ENSG00000087303	NID2	M5930	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	H		Hallmark	Genes defining epithelial-mesenchymal transition, as in wound healing, fibrosis and metastasis.	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|Inparanoid|NCBI|OMA|OrthoDB|Treefam	7	ENSBTAG00000021945
NOTCH2	513730	ENSBTAG00000007909	NOTCH2	4853	ENSG00000134250	NOTCH2	M5930	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	H		Hallmark	Genes defining epithelial-mesenchymal transition, as in wound healing, fibrosis and metastasis.	HS	26771021				2026.1.Hs	HS	9913	Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Treefam	7	ENSBTAG00000007909
NT5E	281363	ENSBTAG00000048655	NT5E	4907	ENSG00000135318	NT5E	M5930	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	H		Hallmark	Genes defining epithelial-mesenchymal transition, as in wound healing, fibrosis and metastasis.	HS	26771021				2026.1.Hs	HS	9913	Ensembl|NCBI|OMA|OrthoDB|Panther	5	ENSBTAG00000048655
NTM	534414	ENSBTAG00000010032	NTM	50863	ENSG00000182667	NTM	M5930	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	H		Hallmark	Genes defining epithelial-mesenchymal transition, as in wound healing, fibrosis and metastasis.	HS	26771021				2026.1.Hs	HS	9913	Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther	7	ENSBTAG00000010032
OXTR	281371	ENSBTAG00000019772	OXTR	5021	ENSG00000180914	OXTR	M5930	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	H		Hallmark	Genes defining epithelial-mesenchymal transition, as in wound healing, fibrosis and metastasis.	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|PhylomeDB|Treefam	10	ENSBTAG00000019772
P3H1	539976	ENSBTAG00000017382	P3H1	64175	ENSG00000117385	LEPRE1	M5930	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	H		Hallmark	Genes defining epithelial-mesenchymal transition, as in wound healing, fibrosis and metastasis.	HS	26771021				2026.1.Hs	HS	9913	Ensembl|HomoloGene|NCBI|OMA|OrthoDB|Panther	6	ENSBTAG00000017382
PCOLCE	504471	ENSBTAG00000020528	PCOLCE	5118	ENSG00000106333	PCOLCE	M5930	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	H		Hallmark	Genes defining epithelial-mesenchymal transition, as in wound healing, fibrosis and metastasis.	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|PhylomeDB|Treefam	10	ENSBTAG00000020528
PCOLCE2	513618	ENSBTAG00000016026	PCOLCE2	26577	ENSG00000163710	PCOLCE2	M5930	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	H		Hallmark	Genes defining epithelial-mesenchymal transition, as in wound healing, fibrosis and metastasis.	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|Treefam	9	ENSBTAG00000016026
PDGFRB	527165	ENSBTAG00000002804	PDGFRB	5159	ENSG00000113721	PDGFRB	M5930	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	H		Hallmark	Genes defining epithelial-mesenchymal transition, as in wound healing, fibrosis and metastasis.	HS	26771021				2026.1.Hs	HS	9913	Ensembl|HomoloGene|Inparanoid|NCBI|OMA|Panther	6	ENSBTAG00000002804
PDLIM4	515410	ENSBTAG00000015426	PDLIM4	8572	ENSG00000131435	PDLIM4	M5930	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	H		Hallmark	Genes defining epithelial-mesenchymal transition, as in wound healing, fibrosis and metastasis.	HS	26771021				2026.1.Hs	HS	9913	Ensembl|HomoloGene|Inparanoid|NCBI|OMA|Panther|PhylomeDB	7	ENSBTAG00000015426
PFN2	539034	ENSBTAG00000011150	PFN2	5217	ENSG00000070087	PFN2	M5930	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	H		Hallmark	Genes defining epithelial-mesenchymal transition, as in wound healing, fibrosis and metastasis.	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|PhylomeDB|Treefam	10	ENSBTAG00000011150
PLAUR	281983	ENSBTAG00000013125	PLAUR	5329	ENSG00000011422	PLAUR	M5930	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	H		Hallmark	Genes defining epithelial-mesenchymal transition, as in wound healing, fibrosis and metastasis.	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|PhylomeDB|Treefam	10	ENSBTAG00000013125
PLOD1	281409	ENSBTAG00000002052	PLOD1	5351	ENSG00000083444	PLOD1	M5930	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	H		Hallmark	Genes defining epithelial-mesenchymal transition, as in wound healing, fibrosis and metastasis.	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|PhylomeDB|Treefam	10	ENSBTAG00000002052
PLOD2	533642	ENSBTAG00000007331	PLOD2	5352	ENSG00000152952	PLOD2	M5930	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	H		Hallmark	Genes defining epithelial-mesenchymal transition, as in wound healing, fibrosis and metastasis.	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|Treefam	9	ENSBTAG00000007331
PLOD3	514996	ENSBTAG00000000342	PLOD3	8985	ENSG00000106397	PLOD3	M5930	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	H		Hallmark	Genes defining epithelial-mesenchymal transition, as in wound healing, fibrosis and metastasis.	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|Treefam	9	ENSBTAG00000000342
PMEPA1	617469	ENSBTAG00000054628	PMEPA1	56937	ENSG00000124225	PMEPA1	M5930	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	H		Hallmark	Genes defining epithelial-mesenchymal transition, as in wound healing, fibrosis and metastasis.	HS	26771021				2026.1.Hs	HS	9913	Ensembl|Inparanoid|OMA|OrthoDB|Panther	5	ENSBTAG00000054628
PMP22	534497	ENSBTAG00000019070	PMP22	5376	ENSG00000109099	PMP22	M5930	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	H		Hallmark	Genes defining epithelial-mesenchymal transition, as in wound healing, fibrosis and metastasis.	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|PhylomeDB|Treefam	10	ENSBTAG00000019070
POSTN	281960	ENSBTAG00000012409	POSTN	10631	ENSG00000133110	POSTN	M5930	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	H		Hallmark	Genes defining epithelial-mesenchymal transition, as in wound healing, fibrosis and metastasis.	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|PhylomeDB|Treefam	10	ENSBTAG00000012409
PPIB	281419	ENSBTAG00000016822	PPIB	5479	ENSG00000166794	PPIB	M5930	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	H		Hallmark	Genes defining epithelial-mesenchymal transition, as in wound healing, fibrosis and metastasis.	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|Treefam	9	ENSBTAG00000016822
PRRX1	540901	ENSBTAG00000004570	PRRX1	5396	ENSG00000116132	PRRX1	M5930	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	H		Hallmark	Genes defining epithelial-mesenchymal transition, as in wound healing, fibrosis and metastasis.	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|PhylomeDB|Treefam	10	ENSBTAG00000004570
PRSS2	282603	ENSBTAG00000021565	PRSS2	5645	ENSG00000275896	PRSS2	M5930	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	H		Hallmark	Genes defining epithelial-mesenchymal transition, as in wound healing, fibrosis and metastasis.	HS	26771021				2026.1.Hs	HS	9913	Ensembl|HomoloGene|NCBI|OMA|OrthoDB|Panther	6	ENSBTAG00000021565
PTHLH	286767	ENSBTAG00000006538	PTHLH	5744	ENSG00000087494	PTHLH	M5930	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	H		Hallmark	Genes defining epithelial-mesenchymal transition, as in wound healing, fibrosis and metastasis.	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|Panther|PhylomeDB|Treefam	9	ENSBTAG00000006538
PTX3	541148	ENSBTAG00000009012	PTX3	5806	ENSG00000163661	PTX3	M5930	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	H		Hallmark	Genes defining epithelial-mesenchymal transition, as in wound healing, fibrosis and metastasis.	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|PhylomeDB|Treefam	10	ENSBTAG00000009012
